key,trades,profit_mean,profit_mean_pct,profit_total_abs,profit_total,profit_total_pct,duration_avg,wins,draws,losses,winrate,cagr,expectancy,expectancy_ratio,sortino,sharpe,calmar,sqn,profit_factor,max_drawdown_account,max_drawdown_abs,period
NEAR/USDT:USDT,251,0.017095687438769887,1.71,-7218.317221100007,-72.18317221100007,-7218.32,0:42:00,208,0,43,0.8286852589641435,0.0,-28.758235940637405,-0.008195411648101225,-0.04926819663167543,-0.09970160475200704,-274.92257503756565,-0.1183,0.9521616668913151,1.3933797427190022,44761.189253699995,2025-01-01 00:00:00 to 2025-12-27 10:00:00
XRP/USDT:USDT,373,0.0023637799696337386,0.24,-43280.50390303999,-432.80503903039994,-43280.5,1:38:00,258,0,115,0.6916890080428955,0.0,-116.03352252825738,-0.06919453040772594,-0.5309893662350055,-0.7846674901786169,-1263.6910549719198,-0.7645,0.775569044851463,1.8175875055215571,98206.66224715,2025-01-01 00:00:00 to 2025-12-27 10:00:00
BTC/USDT:USDT,361,-0.000980397468644163,-0.1,-59024.45925903999,-590.2445925903999,-59024.46,2:29:00,238,0,123,0.6592797783933518,0.0,-163.5026572272577,-0.10095099037319955,-0.5292647287837512,-0.8144239671473809,-1331.919106970749,-0.8066,0.703712946953455,2.351787617506435,112944.79653051,2025-01-01 00:00:00 to 2025-12-27 10:00:00
DOGE/USDT:USDT,182,0.023456152372927575,2.35,12410.014925790001,124.10014925790001,12410.01,1:00:00,142,0,40,0.7802197802197802,29963.219230467686,68.18689519664835,0.3635566456447581,3.321731523890791,4.225002418943157,5484.298069128895,2.7954,2.6541827376836493,0.25281426494838005,2471.67715968,2022-01-09 08:00:00 to 2022-06-30 00:00:00
LINK/USDT:USDT,162,0.01442812213455276,1.44,10006.57500003,100.0657500003,10006.58,0:50:00,122,0,40,0.7530864197530864,19002.478605410965,61.768981481666685,0.28697074435168624,1.9979675702094597,2.8089647345997895,4363.130731532003,1.9692,2.16223151462433,0.25623446874435674,3481.81351129,2022-01-09 08:00:00 to 2022-06-30 00:00:00
ETC/USDT:USDT,145,0.0190385937868707,1.9,9352.94100431,93.5294100431,9352.94,1:00:00,108,0,37,0.7448275862068966,16475.06231659719,64.50304140903448,0.48484238210778097,3.617845108319379,3.6806708232811944,6045.840838595407,2.7264,2.9000579839358975,0.17283902467152884,1975.2347513900004,2022-01-09 08:00:00 to 2022-06-30 00:00:00
DOT/USDT:USDT,165,0.02260404989469581,2.26,6268.67200693,62.6867200693,6268.67,0:43:00,126,0,39,0.7636363636363637,7090.65525935022,37.991951557151516,0.20116175261126723,1.8332510060171248,2.3353359856182947,672.7202257511741,1.6223,1.8510689533553613,1.0410974521733083,2565.3008563000003,2022-01-09 08:00:00 to 2022-06-30 00:00:00
SOL/USDT:USDT,190,0.01472862351189143,1.47,6095.67754136,60.9567754136,6095.68,0:41:00,144,0,46,0.7578947368421053,6685.807139621055,32.08251337557894,0.12081232769003014,1.2623560038015993,1.8734056389892835,1057.964247228171,1.2133,1.4990074404588198,0.6437263924752088,4350.6395536,2022-01-09 08:00:00 to 2022-06-30 00:00:00
NEAR/USDT:USDT,149,0.01445401833391907,1.45,6003.391002930001,60.03391002930002,6003.39,0:39:00,111,0,38,0.7449664429530202,6475.00138192539,40.29121478476511,0.16855617716766114,1.1383084625970679,1.6657143478373342,1585.2445592104718,1.2173,1.6609176420521454,0.42310745797423227,4476.380026,2022-01-09 08:00:00 to 2022-06-30 00:00:00
LTC/USDT:USDT,156,0.0137872491102604,1.38,5344.0928932,53.440928932,5344.09,1:01:00,116,0,40,0.7435897435897436,5072.855716924174,34.25700572564103,0.15361709715883154,1.050593571959665,1.5389664558929683,1340.4769659684691,1.0993,1.5991066789194426,0.4454151295409997,2975.81226074,2022-01-09 08:00:00 to 2022-06-30 00:00:00
ATOM/USDT:USDT,126,0.016048172671887965,1.6,4739.712293799999,47.397122937999995,4739.71,0:52:00,100,0,26,0.7936507936507936,3945.864755791828,37.61676423650793,0.11134710455350794,0.8277138333039381,1.2616735254017641,1123.4195781804046,1.002,1.539605198990077,0.4713682365098027,3055.3159486600007,2022-01-09 08:00:00 to 2022-06-30 00:00:00
BTC/USDT:USDT,186,0.010445105219566632,1.04,4670.545426910001,46.70545426910001,4670.55,1:37:00,133,0,53,0.7150537634408602,3826.4399033255236,25.110459284462372,0.25339438403782943,2.9528055826120925,3.306698424421935,1498.6586323968627,2.1643,1.889270857189363,0.348189125049783,2114.0793470999997,2022-01-09 08:00:00 to 2022-06-30 00:00:00
ETH/USDT:USDT,191,0.011056585263627074,1.11,4302.14075611,43.021407561100006,4302.14,1:02:00,133,0,58,0.6963350785340314,3223.0773566274083,22.52429715240838,0.2082898303295182,2.134243670602738,2.3976741312504344,866.8274375105706,1.5488,1.6859199584989302,0.5545009413068627,1867.6160938300002,2022-01-09 08:00:00 to 2022-06-30 00:00:00
FIL/USDT:USDT,144,0.015862785462634386,1.59,2078.34104484,20.7834104484,2078.34,0:46:00,113,0,31,0.7847222222222222,717.1804719777758,14.432923922499995,0.03171709022400093,0.29594397897510605,0.4693748107526422,158.57201680493034,0.3489,1.1473309997501975,1.4643354844487753,6050.722944159999,2022-01-09 08:00:00 to 2022-06-30 00:00:00
AVAX/USDT:USDT,173,0.009236904324667141,0.92,741.12450334,7.4112450334,741.12,0:59:00,127,0,46,0.7341040462427746,93.21433397431392,4.2839566667052225,0.012322005983441908,0.11986516412551543,0.17982701560783015,82.95868711013277,0.122,1.0463414572855532,0.9981127969647464,6093.76282683,2022-01-09 08:00:00 to 2022-06-30 00:00:00
ADA/USDT:USDT,160,0.015950751120268298,1.6,741.0795099499999,7.410795099499999,741.08,0:50:00,120,0,40,0.75,93.20357702828971,4.631746937187501,0.02193925682629816,0.23275575675610347,0.3184950046948157,112.16912618030636,0.2247,1.0877570273051929,0.7381451844860424,2096.16729629,2022-01-09 08:00:00 to 2022-06-30 00:00:00
XRP/USDT:USDT,164,0.011352840340627602,1.14,-1182.2453184100004,-11.822453184100004,-1182.25,1:16:00,119,0,45,0.725609756097561,0.0,-7.208812917134139,-0.03609893078441839,-0.318421403138022,-0.48734158297511226,-57.29990466005895,-0.3396,0.868439452252342,2.3051756606278793,5059.23352788,2022-01-09 08:00:00 to 2022-06-30 00:00:00
BNB/USDT:USDT,167,0.0004999872267054497,0.05,-3998.7744978700002,-39.9877449787,-3998.77,1:24:00,111,0,56,0.6646706586826348,0.0,-23.944757472275448,-0.09816622485718496,-1.005702673631854,-1.3347432615709858,-127.98838057064265,-0.9217,0.7072542937294665,3.490653105343934,5823.08715316,2022-01-09 08:00:00 to 2022-06-30 00:00:00
